suburb,responsible_authority,rest_area_name,description,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated
BLAYNEY,OTHER,Heritage Park/Blayney,,,-33.53794,149.25442,BLAYNEY,WESTERN REGION,Blayney-Heritage Park,ADELAIDE ST,0000006,0110,A1,"0000006,0110,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,CB2F238F7963CADB,2021-10-25 14:56:45+00
LYNDHURST,RMS,,,,-33.6744,149.02525,BLAYNEY,WESTERN REGION,37.55km East of Cowra,MID WESTERN HIGHWAY,0000006,0200,A2,"0000006,0200,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,E4E444DC2C241C7F,2021-10-25 14:56:45+00
CARCOAR,RMS,,,,-33.64004,149.10151,BLAYNEY,WESTERN REGION,2.4km East of Mandurama,MID WESTERN HIGHWAY,0000006,0171,A1,"0000006,0171,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,497F8669933EE781,2021-10-25 14:56:45+00
TEMORA,RMS,,,,-34.41298,147.51395,TEMORA,SOUTH WEST REGION,4km from Temora and  64km to West Wyalong,GOLDFIELDS WAY,0000057,0100,A1,"0000057,0100,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,66C8DCC08ECA8093,2021-10-25 14:56:45+00
BARMEDMAN,RMS,,,,-34.03157,147.31787,BLAND,SOUTH WEST REGION,51km from Temora and 18km to West Wyalong,GOLDFIELDS WAY,0000057,0160,A1,"0000057,0160,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,A1154BDA76C2ACC5,2021-10-25 14:56:45+00
EUGOWRA,OTHER,Escort Rock Rest Area,,,-33.40145,148.40976,CABONNE,WESTERN REGION,35.4km West of Cudal,BOREE-EUGOWRA RD,0000377,0090,A1,"0000377,0090,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,8EC6D48A2759876D,2021-10-25 14:56:45+00
MOUNT HOPE,COUNCIL,Mt. Hope,,,-32.83996,145.87987,COBAR,WESTERN REGION,160.9km South of Cobar,KIDMAN WAY,0000410,0035,A2,"0000410,0035,A2",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,4F0059CD1DC87F05,2021-10-25 14:56:45+00
GUNDERBOOKA,RMS,,,,-30.63736,145.87247,BOURKE,WESTERN REGION,86.29km North of Cobar,COBAR-NR BOURKE RD,0000421,0100,A2,"0000421,0100,A2",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,2831EDCD5EE835B1,2021-10-25 14:56:45+00
BOURKE,RMS,,,,-30.45754,145.93507,BOURKE,WESTERN REGION,40.3km South of Bourke,COBAR-NR BOURKE RD,0000421,0110,A1,"0000421,0110,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,8AD4C59708838F60,2021-10-25 14:56:45+00
BOURKE,RMS,,,,-30.23406,145.93364,BOURKE,WESTERN REGION,15km South of Bourke,COBAR-NR BOURKE RD,0000421,0120,A1,"0000421,0120,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,DD2EC8A52D6CEDC0,2021-10-25 14:56:45+00
BOURKE,RMS,,,,-30.23411,145.93322,BOURKE,WESTERN REGION,15km South of Bourke,COBAR-NR BOURKE RD,0000421,0120,A1,"0000421,0120,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,59EACC5A3EB724EB,2021-10-25 14:56:45+00
BOURKE,RMS,South approach Bourke,,,-30.11969,145.93304,BOURKE,WESTERN REGION,2.1km South of Bourke,WILCANNIA-BOURKE RD,0000421,0130,A1,"0000421,0130,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,A7395F44D1AE7089,2021-10-25 14:56:45+00
HAMPTON,OTHER,State Forest Millionth Acre Hampton,,,-33.67712,150.05001,LITHGOW,WESTERN REGION,22.9km East of Oberon,NR HAMPTON-NR OBERON RD,0000558,0010,A1,"0000558,0010,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,D9CB1C2DE1E9AA10,2021-10-25 14:56:45+00
GILGUNNIA,OTHER,Gilgunnia Goldfields Rest Area,,,-32.41787,146.03456,COBAR,WESTERN REGION,109.5km South of Cobar,KIDMAN WAY,0000410,0065,A1,"0000410,0065,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,F3F24C38361378D5,2021-10-25 14:56:45+00
SHADFORTH,RMS,Shadforth Reserve,,,-33.37535,149.1888,ORANGE,WESTERN REGION,0.045km South of Mitchell Hwy junction,WHILEYS JUNCTION-SHADFORTH RD,0000559,0010,A1,"0000559,0010,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,251C798745B55184,2021-10-25 14:56:45+00
DUBBO,COUNCIL,Dubbo Zoo Town Information Bay,,,-32.27233,148.57733,DUBBO REGIONAL,WESTERN REGION,3.25km South of Dubbo (SH7),NEWELL HIGHWAY,0000017,2800,A1,"0000017,2800,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,48F6CEF7C6118E9C,2021-10-25 14:56:45+00
BUMBALDRY,RMS,Broula Hill,,,-33.8867,148.49738,WEDDIN,WESTERN REGION,32.8km East of Grenfell,MID WESTERN HIGHWAY,0000006,0390,A1,"0000006,0390,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,10503A304F6C8EE9,2021-10-25 14:56:45+00
DUBBO,RMS,,,,-32.39193,148.43432,NARROMINE,WESTERN REGION,22.5km from Dubbo (SH7),NEWELL HIGHWAY,0000017,2790,A1,"0000017,2790,A1",,LEFT,REST AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,A19605A4B4D7BE6B,2021-10-25 14:56:45+00
DUBBO,RMS,Panai Ave,,,-32.32997,148.50863,DUBBO REGIONAL,WESTERN REGION,12.69km from Dubbo (SH7),NEWELL HIGHWAY,0000017,2800,A1,"0000017,2800,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,AAFF977785BCAB37,2021-10-25 14:56:45+00
BROCKLEHURST,RMS,South Brocklehurst Truck Insp Bay - S/B,,,-32.18573,148.62192,DUBBO REGIONAL,WESTERN REGION,0.3km North of Dubbo,NEWELL HIGHWAY,0000017,2890,A1,"0000017,2890,A1",,RIGHT,INSPECTION BAY,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,4A30354DE6682801,2021-10-25 14:56:45+00
BROCKLEHURST,RMS,South Brocklehurst Truck Inspection Bay - N/B,,,-32.18519,148.62177,DUBBO REGIONAL,WESTERN REGION,0.3km North of Dubbo,NEWELL HIGHWAY,0000017,2890,A1,"0000017,2890,A1",,LEFT,INSPECTION BAY,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,DD618D833FA9A7BE,2021-10-25 14:56:45+00
BROCKLEHURST,RMS,Dubbo Kart Club Brocklehurst,,,-32.17145,148.61864,DUBBO REGIONAL,WESTERN REGION,1km North of Brocklehurst,NEWELL HIGHWAY,0000017,2900,A3,"0000017,2900,A3",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,11076204FC722403,2021-10-25 14:56:45+00
GILGANDRA,RMS,Marthaguy Rest Area,,,-31.81827,148.63942,GILGANDRA,WESTERN REGION,8.7km South of Gilgrandra,NEWELL HIGHWAY,0000017,2940,A2,"0000017,2940,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,A0FE8166217F40D7,2021-10-25 14:56:45+00
FORBES,RMS,,,,-33.36342,148.02308,FORBES,WESTERN REGION,North Forbes,PARKES RD,0000017,2610,A1,"0000017,2610,A1",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,A126A28381600199,2021-10-25 14:56:45+00
FORBES,RMS,,,,-33.34707,148.03236,FORBES,WESTERN REGION,1km North of Forbes,PARKES RD,0000017,2610,A1,"0000017,2610,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,D1C23CBD116A0B24,2021-10-25 14:56:45+00
COWRA,RMS,,,,-33.82557,148.72123,COWRA,WESTERN REGION,0.7km East of Cowra,BATHURST RD,0000006,0275,A1,"0000006,0275,A1",,RIGHT,REST AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,CF26863900E32393,2021-10-25 14:56:45+00
COWRA,RMS,,,,-33.84223,148.60111,COWRA,WESTERN REGION,43.8km East of Grenfell,MID WESTERN HIGHWAY,0000006,0380,A1,"0000006,0380,A1",,LEFT,REST AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,8495DD7F2B18B402,2021-10-25 14:56:45+00
BUMBALDRY,RMS,Bumbaldry-Tyagong Creek,,,-33.90189,148.46662,WEDDIN,WESTERN REGION,29.5km East of Grenfell,MID WESTERN HIGHWAY,0000006,0390,A1,"0000006,0390,A1",,LEFT,REST AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,C1E97D662A9250AC,2021-10-25 14:56:45+00
GRENFELL,RMS,,,,-33.9101,148.29982,WEDDIN,WESTERN REGION,11.8km East of Grenfell,MID WESTERN HIGHWAY,0000006,0410,A1,"0000006,0410,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,B8C2B7BCF8F36A37,2021-10-25 14:56:45+00
GRENFELL,OTHER,,,,-33.89035,148.14512,WEDDIN,WESTERN REGION,West Grenfell,FORBES RD,0000006,0510,A1,"0000006,0510,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,3DDBA46B84A29426,2021-10-25 14:56:45+00
CANBELEGO,RMS,,,,-31.53063,146.22069,COBAR,WESTERN REGION,94.25km West of Nyngan,BARRIER HIGHWAY,0000008,0050,A2,"0000008,0050,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,B26807430D59186F,2021-10-25 14:56:45+00
CUBBA,RMS,Meadow  Glen Rest Area,,,-31.55904,145.18751,COBAR,WESTERN REGION,60.7km West of Cobar,BARRIER HIGHWAY,0000008,0120,A3,"0000008,0120,A3",,RIGHT,REST AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,81A0C78285E56A3C,2021-10-25 14:56:45+00
COBAR,RMS,Cornish Rest Area,,,-31.49878,145.84495,COBAR,WESTERN REGION,130.5km West of Nyngan,BARRIER HIGHWAY,0000008,0070,A2,"0000008,0070,A2",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,B5B94D074C4866A3,2021-10-25 14:56:45+00
CUBBA,RMS,Emergency Phone Site,,,-31.53487,145.39959,COBAR,WESTERN REGION,40.1km West of Cobar,BARRIER HIGHWAY,0000008,0110,A1,"0000008,0110,A1",,RIGHT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,7E688155247AF9FC,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.54336,145.28118,COBAR,WESTERN REGION,53.6km West of Cobar,BARRIER HIGHWAY,0000008,0120,A3,"0000008,0120,A3",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,A953CDE9B1B98148,2021-10-25 14:56:45+00
CAPERTEE,RMS,Pearsons Lookout,,,-33.1677,149.99861,LITHGOW,WESTERN REGION,33.8km from Mudgee turnoff,CASTLEREAGH HIGHWAY,0000018,1050,A1,"0000018,1050,A1",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,2121A4735ADF29E0,2021-10-25 14:56:45+00
MOSSGIEL,RMS,Mossgiel (MR80 Junction),,,-33.2515,144.5666,CENTRAL DARLING,WESTERN REGION,46.4km South of Ivanhoe,COBB HIGHWAY,0000021,0332,A2,"0000021,0332,A2",,LEFT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,DC8EA924413BC6E1,2021-10-25 14:56:45+00
MOSSGIEL,RMS,Mossgiel (MR80 Junction),,,-33.25067,144.56634,CENTRAL DARLING,WESTERN REGION,46.2km South of Ivanhoe,COBB HIGHWAY,0000021,0332,A2,"0000021,0332,A2",,LEFT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,4A331027AFE3B611,2021-10-25 14:56:45+00
WILCANNIA,RMS,,,,-31.71773,143.46469,CENTRAL DARLING,WESTERN REGION,0.1km South of North limit (SH8),COBB HIGHWAY,0000021,0490,A1,"0000021,0490,A1",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,2BD1CEE764CC09A8,2021-10-25 14:56:45+00
WILCANNIA,RMS,,,,-31.7176,143.46442,CENTRAL DARLING,WESTERN REGION,0.1km South of North limit (SH8),COBB HIGHWAY,0000021,0490,A1,"0000021,0490,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,5084D5DEDA9C98F5,2021-10-25 14:56:45+00
ROSEWOOD,OTHER,,,,-35.67028,147.86408,SNOWY VALLEYS,SOUTH WEST REGION,20km from Tumbarumba and  89km to Wagga Wagga,TUMBARUMBA RD,0000284,0021,A2,"0000284,0021,A2",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,39BDF024F592A42E,2021-10-25 14:56:45+00
MENDOORAN,RMS,,,,-31.8288,149.11328,GILGANDRA,WESTERN REGION,0.7km from Mendooran,CASTLEREAGH HIGHWAY,0000018,2085,A2,"0000018,2085,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,C41A140ECE7F4002,2021-10-25 14:56:45+00
WALGETT,RMS,Northern approach,,,-30.00475,148.13836,WALGETT,WESTERN REGION,1.4km North of Walgett,CASTLEREAGH HIGHWAY,0000018,3240,A2,"0000018,3240,A2",,RIGHT,INSPECTION BAY,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,3DBAB827865ACAEB,2021-10-25 14:56:45+00
BOGGABRI,RMS,Gins Leap,,,-30.65568,150.04168,NARRABRI,WESTERN REGION,48.1km South of Narrabri (Newell Hwy),KAMILAROI HIGHWAY,0000029,0250,A1,"0000029,0250,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,EA5B1F40367B20BC,2021-10-25 14:56:45+00
BOGGABRI,RMS,,,,-30.63631,150.03332,NARRABRI,WESTERN REGION,45.7km South of Narrabri (Newell Hwy),KAMILAROI HIGHWAY,0000029,0250,A1,"0000029,0250,A1",,LEFT,REST AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,AC3092C09C43C3BA,2021-10-25 14:56:45+00
BREWARRINA,RMS,Cato Bridge Rest Area,,,-29.91582,146.91329,BREWARRINA,WESTERN REGION,8.0km East of Brewarrina Bridge,KAMILAROI HIGHWAY,0000029,0695,A2,"0000029,0695,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,86E30D7A0A8B6C4E,2021-10-25 14:56:45+00
